,주소,geocoding_juso4
12498,"서울특별시 서초구 마방로2길 94, 3층 (양재동)",서울특별시 서초구 마방로2길 94
12499,"서울특별시 중랑구 겸재로 180 (면목동, 안민병원)",서울특별시 중랑구 겸재로 180 
12500,"서울특별시 구로구 고척로 142-1, 3층 (고척동)",서울특별시 구로구 고척로 142-1
12501,서울특별시 송파구 위례성대로18길 31-20 (방이동),서울특별시 송파구 위례성대로18길 31-20 
12502,"서울특별시 서초구 강남대로65길 1, 효봉빌딩 9층 (서초동)",서울특별시 서초구 강남대로65길 1
12503,"서울특별시 송파구 위례성대로22길 27, 데코빌딩 지하3층~4층층 (오금동)",서울특별시 송파구 위례성대로22길 27
12504,"서울특별시 강남구 테헤란로87길 46, 호텔오크우드프리미어 1B1호 (삼성동)",서울특별시 강남구 테헤란로87길 46
12505,"서울특별시 강남구 남부순환로 2609, 하늘빌딩, 4층 402호 (도곡동)",서울특별시 강남구 남부순환로 2609
12506,"서울특별시 강서구 강서로 385, 6층 602,603호 (마곡동)",서울특별시 강서구 강서로 385
12507,서울특별시 중구 서애로1길 17 (묵정동),서울특별시 중구 서애로1길 17 
12508,"서울특별시 중랑구 면목로 490, 2,3,4층 (상봉동, 상봉타워)",서울특별시 중랑구 면목로 490
12509,"서울특별시 강북구 삼양로27길 43-0 (미아동, 위브테라스파크 401,402호 일부)",서울특별시 강북구 삼양로27길 43-0 
12510,"서울특별시 서초구 서초중앙로 230, 동화반포프라자 5층 501, 504, 505호 (반포동)",서울특별시 서초구 서초중앙로 230
12511,"서울특별시 서초구 강남대로 527, 브랜드칸 타워 7층 (반포동)",서울특별시 서초구 강남대로 527
12512,"서울특별시 영등포구 영중로 12, 에쉐르아이 시네마 쇼핑몰 2층 (영등포동3가)",서울특별시 영등포구 영중로 12
12513,"서울특별시 관악구 관악로 199, 4층 (봉천동)",서울특별시 관악구 관악로 199
12514,"서울특별시 성동구 행당로 87, 407호 (행당동, 대림리빙프라자)",서울특별시 성동구 행당로 87
12515,"서울특별시 서초구 효령로 229, 2층 (서초동, 서울빌딩)",서울특별시 서초구 효령로 229
12516,"서울특별시 중랑구 용마산로115길 127, 2층 (망우동, 한일씨너스빌리젠시1단지)",서울특별시 중랑구 용마산로115길 127
12517,"서울특별시 구로구 고척로21나길 17, 현대빌딩 2층 (개봉동)",서울특별시 구로구 고척로21나길 17
12518,"서울특별시 양천구 목동서로 67, 3층 (목동, 우성에펠타운)",서울특별시 양천구 목동서로 67
12519,서울특별시 강남구 선릉로 722,서울특별시 강남구 선릉로 722
12520,"서울특별시 강남구 학동로 342, 308호 (논현동)",서울특별시 강남구 학동로 342
12521,"서울특별시 강남구 도산대로 513, 양원빌딩 3층 (청담동)",서울특별시 강남구 도산대로 513
12522,"서울특별시 송파구 오금로 306, 2층 201호 (가락동, 가락스타클래스)",서울특별시 송파구 오금로 306
12523,"서울특별시 서초구 강남대로 535, 6층 (반포동, 프린스빌딩)",서울특별시 서초구 강남대로 535
12524,"서울특별시 성동구 독서당로 223, 래미안 옥수 리버젠 상가 지하3층 309,310,311호 (옥수동)",서울특별시 성동구 독서당로 223
12525,"서울특별시 서초구 강남대로 483, 3층 (반포동, 청호빌딩)",서울특별시 서초구 강남대로 483
12526,"서울특별시 성동구 독서당로40길 39, 옥수어울림 근린생활시설동 지하 103호 (옥수동)",서울특별시 성동구 독서당로40길 39
12527,"서울특별시 성동구 한림말길 56, 3층 (옥수동, 벽산빌라트)",서울특별시 성동구 한림말길 56
12528,"서울특별시 강남구 테헤란로 105 (역삼동, 강남A타워 7층)",서울특별시 강남구 테헤란로 105 
12529,"서울특별시 종로구 세종대로 159, 7층 (세종로, 세광빌딩)",서울특별시 종로구 세종대로 159
12530,서울특별시 용산구 원효로25길 31,서울특별시 용산구 원효로25길 31
12531,"서울특별시 송파구 동남로29길 8-10, 퍼스트 스퀘어 301호 (오금동)",서울특별시 송파구 동남로29길 8-10
12532,"서울특별시 송파구 송파대로 345, A동 3003~3005호 (가락동, 헬리오시티)",서울특별시 송파구 송파대로 345
12533,"서울특별시 동대문구 한천로 479, 2층 (이문동)",서울특별시 동대문구 한천로 479
12534,"서울특별시 관악구 남부순환로 1603, 4층 401호 (신림동)",서울특별시 관악구 남부순환로 1603
12535,"서울특별시 양천구 공항대로 552, 목동대우마이빌 1,4층 105,106,403,404호 (목동)",서울특별시 양천구 공항대로 552
12536,"서울특별시 서초구 강남대로 543, 4층 (반포동, 국전빌딩)",서울특별시 서초구 강남대로 543
12537,서울특별시 성북구 오패산로 10 (하월곡동),서울특별시 성북구 오패산로 10 
12538,"서울특별시 서초구 서초대로77길 3, 아라타워 지하 2층 (서초동)",서울특별시 서초구 서초대로77길 3
12539,"서울특별시 노원구 덕릉로 669, 세양빌딩 2층 (중계동)",서울특별시 노원구 덕릉로 669
12540,서울특별시 강동구 양재대로 1661 (명일동),서울특별시 강동구 양재대로 1661 
12541,"서울특별시 은평구 은평로 30, 2층 (신사동)",서울특별시 은평구 은평로 30
12542,"서울특별시 마포구 신촌로 270, 405호 (아현동, 수창빌딩)",서울특별시 마포구 신촌로 270
12543,"서울특별시 양천구 신정이펜2로 12, 3층 (신정동, 이펜하우스타워)",서울특별시 양천구 신정이펜2로 12
12544,"서울특별시 강동구 진황도로31길 5, 1층 101~103호 (천호동, 우정에쉐르)",서울특별시 강동구 진황도로31길 5
12545,"서울특별시 양천구 목동서로 38, 101-1호,101-12호 (목동, 목동신시가지아파트1단지)",서울특별시 양천구 목동서로 38
12546,"서울특별시 강남구 도산대로 121, YK타워 9층 (신사동)",서울특별시 강남구 도산대로 121
12547,"서울특별시 강남구 언주로30길 21, 아카데미스위트 2층 202-1호 (도곡동, 아카데미스위트)",서울특별시 강남구 언주로30길 21
12548,"서울특별시 강남구 선릉로86길 30, SH빌딩 3층 (대치동)",서울특별시 강남구 선릉로86길 30
12549,"서울특별시 강남구 테헤란로64길 20, 원동방빌딩 2층 (대치동)",서울특별시 강남구 테헤란로64길 20
12550,"서울특별시 서초구 서초대로77길 17, BLOCK77 702호 (서초동)",서울특별시 서초구 서초대로77길 17
12551,"서울특별시 노원구 동일로 1532, 거북빌딩 3층 (상계동)",서울특별시 노원구 동일로 1532
12552,"서울특별시 서초구 강남대로 559, CK빌딩(씨케이빌딩) 2층 (잠원동)",서울특별시 서초구 강남대로 559
12553,"서울특별시 동작구 시흥대로 664, 2층 (신대방동, 충성빌딩)",서울특별시 동작구 시흥대로 664
12554,"서울특별시 강동구 양재대로 1607, 약봉빌딩 2층 (천호동)",서울특별시 강동구 양재대로 1607
12555,"서울특별시 마포구 독막로 92, 3층 (상수동, 공감빌딩)",서울특별시 마포구 독막로 92
12556,"서울특별시 중구 퇴계로 118, 2층 (남산동1가)",서울특별시 중구 퇴계로 118
12557,"서울특별시 강남구 봉은사로 105, 동양빌딩 5층 (논현동)",서울특별시 강남구 봉은사로 105
12558,"서울특별시 동작구 사당로 219, 국민은행남성지점 (사당동)",서울특별시 동작구 사당로 219
12559,"서울특별시 서초구 효령로33길 45, 301호 (방배동, KH빌딩)",서울특별시 서초구 효령로33길 45
12560,"서울특별시 강동구 천호대로 1006, 4층 (성내동)",서울특별시 강동구 천호대로 1006
12561,서울특별시 구로구 부일로1길 26-13 (온수동),서울특별시 구로구 부일로1길 26-13 
12562,"서울특별시 광진구 군자로 70, 동일흥업주식회사 2층 (군자동)",서울특별시 광진구 군자로 70
12563,"서울특별시 송파구 올림픽로 114, 서경빌딩 8층 (잠실동)",서울특별시 송파구 올림픽로 114
12564,"서울특별시 마포구 토정로 222, 한국출판콘텐츠센터 2층 202호 (신수동)",서울특별시 마포구 토정로 222
12565,"서울특별시 강남구 논현로175길 6, 3층 일부 (신사동)",서울특별시 강남구 논현로175길 6
12566,"서울특별시 강남구 강남대로 422, 6층 (역삼동)",서울특별시 강남구 강남대로 422
12567,"서울특별시 중구 을지로 51, 내외빌딩 4층 (을지로2가)",서울특별시 중구 을지로 51
12568,"서울특별시 동작구 상도로 81, 대방동크리닉센타 6층 (대방동)",서울특별시 동작구 상도로 81
12569,"서울특별시 노원구 마들로 31, 402호 (월계동, 그랑빌아파트)",서울특별시 노원구 마들로 31
12570,"서울특별시 서초구 서초대로 240, 208~210호 (서초동, 서초동동일하이빌)",서울특별시 서초구 서초대로 240
12571,"서울특별시 노원구 한글비석로 361, 성화빌딩 1층 (중계동)",서울특별시 노원구 한글비석로 361
12572,"서울특별시 노원구 상계로27길 12, 경인빌딩 2층 203호 (상계동)",서울특별시 노원구 상계로27길 12
12573,"서울특별시 강북구 솔매로45길 94, 2층 (미아동)",서울특별시 강북구 솔매로45길 94
12574,"서울특별시 영등포구 여의대방로 394, 201호 (여의도동, 우정빌딩)",서울특별시 영등포구 여의대방로 394
12575,"서울특별시 송파구 올림픽로 435 (신천동, 파크리오상가 A동 310호)",서울특별시 송파구 올림픽로 435 
12576,"서울특별시 성북구 길음로 103, 대우상가 3층 305호 (길음동)",서울특별시 성북구 길음로 103
12577,"서울특별시 중랑구 봉우재로 126, 3층 (면목동)",서울특별시 중랑구 봉우재로 126
12578,"서울특별시 서초구 서운로 226, 106.107,108,110,111호 (서초동, 서초오피스텔)",서울특별시 서초구 서운로 226
12579,"서울특별시 서초구 강남대로53길 12, 솔라티움시티 강남 302~305,309호 (서초동)",서울특별시 서초구 강남대로53길 12
12580,"서울특별시 용산구 소월로20길 52, 1층 (용산동2가)",서울특별시 용산구 소월로20길 52
12581,"서울특별시 강남구 헌릉로570길 34 (세곡동, 리엔파크프라자 304호)",서울특별시 강남구 헌릉로570길 34 
12582,"서울특별시 송파구 마천로 53, 2층 (오금동)",서울특별시 송파구 마천로 53
12583,서울특별시 은평구 통일로 1050 (진관동),서울특별시 은평구 통일로 1050 
12584,"서울특별시 동작구 사당로16길 35, 남서울농협남성지점 2층 201호 (사당동)",서울특별시 동작구 사당로16길 35
12585,"서울특별시 중구 서소문로 135, 연호빌딩 2층 (서소문동)",서울특별시 중구 서소문로 135
12586,"서울특별시 중구 세종대로 14, 그랜드센트럴(GRAND CENTRAL) 지하2층 (남대문로5가)",서울특별시 중구 세종대로 14
12587,"서울특별시 강남구 논현로 867, 한승빌딩 3층 (신사동)",서울특별시 강남구 논현로 867
12588,"서울특별시 강남구 삼성로 548, 5층 (삼성동, SISOMO TOWER)",서울특별시 강남구 삼성로 548
12589,"서울특별시 강남구 언주로 712, 영진빌딩 2층 (논현동)",서울특별시 강남구 언주로 712
12590,"서울특별시 강남구 강남대로 514, 3층 (논현동, 두보빌딩)",서울특별시 강남구 강남대로 514
12591,"서울특별시 관악구 관악로 234, 2층 (봉천동, 서울남부교회)",서울특별시 관악구 관악로 234
12592,"서울특별시 서초구 사평대로57길 135, 우호빌딩 301호 (반포동)",서울특별시 서초구 사평대로57길 135
12593,서울특별시 노원구 노해로 495 (상계동),서울특별시 노원구 노해로 495 
12594,"서울특별시 동대문구 고산자로 564, 2층 (제기동)",서울특별시 동대문구 고산자로 564
12595,"서울특별시 양천구 목동중앙본로7길 45, 204호 (목동, 보미리즌빌)",서울특별시 양천구 목동중앙본로7길 45
12596,"서울특별시 강남구 선릉로 225, 도곡렉슬상가 3층 306호 (도곡동)",서울특별시 강남구 선릉로 225
12597,"서울특별시 강서구 공항대로 205-303, 3층 (마곡동, 에스에이치빌딩)",서울특별시 강서구 공항대로 205-303
12598,"서울특별시 관악구 신원로 34, 4층 (신림동)",서울특별시 관악구 신원로 34
12599,"서울특별시 강남구 학동로 165, 2층 213호 (논현동, 마일스디오빌)",서울특별시 강남구 학동로 165
12600,"서울특별시 강남구 강남대로 402, 시계탑빌딩 9층 (역삼동)",서울특별시 강남구 강남대로 402
12601,"서울특별시 송파구 올림픽로37길 130, 파크리오 A상가 3층 314호 (신천동)",서울특별시 송파구 올림픽로37길 130
12602,"서울특별시 송파구 올림픽로 501, 5층 (풍납동)",서울특별시 송파구 올림픽로 501
12603,"서울특별시 강남구 테헤란로87길 17, 마젤란 21 아스테리움 303호 (삼성동)",서울특별시 강남구 테헤란로87길 17
12604,"서울특별시 송파구 백제고분로 283, 어깨동무빌딩 (석촌동)",서울특별시 송파구 백제고분로 283
12605,"서울특별시 송파구 중대로 68, 훼미리 샤르망 6층 (문정동)",서울특별시 송파구 중대로 68
12606,"서울특별시 종로구 평창2길 2, 지하1, 1층 (평창동)",서울특별시 종로구 평창2길 2
12607,"서울특별시 마포구 월드컵로1길 14, 1층 113호 (합정동, 마포 한강 푸르지오)",서울특별시 마포구 월드컵로1길 14
12608,"서울특별시 서초구 명달로 102, 서원빌딩 1-6층 (서초동)",서울특별시 서초구 명달로 102
12609,"서울특별시 강동구 양재대로 1525, 명품빌딩 (천호동)",서울특별시 강동구 양재대로 1525
12610,"서울특별시 서초구 방배로 162, 예광빌딩 3층 (방배동)",서울특별시 서초구 방배로 162
12611,서울특별시 은평구 응암로 184-1 (응암동),서울특별시 은평구 응암로 184-1 
12612,"서울특별시 강동구 양재대로 1576, 삼익빌딩 2층 (명일동)",서울특별시 강동구 양재대로 1576
12613,"서울특별시 강서구 강서로 253, 2층 1호 (내발산동)",서울특별시 강서구 강서로 253
12614,"서울특별시 구로구 구로동로 240, 세일빌딩 5층 501호 (구로동)",서울특별시 구로구 구로동로 240
12615,"서울특별시 강동구 진황도로 190, 3층 302호 (둔촌동)",서울특별시 강동구 진황도로 190
12616,"서울특별시 동작구 현충로 75, 원불교100년기념관 3층 301호 (흑석동)",서울특별시 동작구 현충로 75
12617,"서울특별시 강남구 강남대로 560, 삼익전자빌딩 3층 (논현동)",서울특별시 강남구 강남대로 560
12618,"서울특별시 양천구 목동동로 212, 3층 (목동, 더빌딩)",서울특별시 양천구 목동동로 212
12619,"서울특별시 은평구 통일로 845, 신한은행 3층 (대조동)",서울특별시 은평구 통일로 845
12620,"서울특별시 중구 퇴계로 132, 경양빌딩 3층 (남산동3가)",서울특별시 중구 퇴계로 132
12621,"서울특별시 강서구 양천로 658, 5층 501호 (염창동, 양화진빌딩)",서울특별시 강서구 양천로 658
12622,"서울특별시 성동구 금호로 107 상가 지하1층 (금호동2가, 래미안하이리버)",서울특별시 성동구 금호로 107 상가 지하1층 
12623,"서울특별시 광진구 아차산로 634, 1층 (광장동, 대오빌딩)",서울특별시 광진구 아차산로 634
12624,"서울특별시 강동구 고덕로 262, 고덕역 효성해링턴 타워 더퍼스트 302~303호 (명일동)",서울특별시 강동구 고덕로 262
12625,"서울특별시 서초구 방배로 22, 201호 (방배동)",서울특별시 서초구 방배로 22
12626,서울특별시 양천구 목동중앙로 45 (목동),서울특별시 양천구 목동중앙로 45 
12627,"서울특별시 서초구 강남대로53길 7, 강남애니타워 401-402호 (서초동)",서울특별시 서초구 강남대로53길 7
12628,"서울특별시 동대문구 이문로 29, 2층 (회기동)",서울특별시 동대문구 이문로 29
12629,"서울특별시 송파구 오금로 306 (가락동, 2층 202호)",서울특별시 송파구 오금로 306 
12630,"서울특별시 강남구 도산대로 335, J MEDI TOWER 5, 6층 (신사동)",서울특별시 강남구 도산대로 335
12631,"서울특별시 마포구 마포대로4다길 31, 아리수 빌딩 2(일부),5층 (마포동)",서울특별시 마포구 마포대로4다길 31
12632,서울특별시 종로구 평창문화로 75 (평창동),서울특별시 종로구 평창문화로 75 
12633,"서울특별시 강남구 논현로 30, 2층 (개포동, 와세다빌딩)",서울특별시 강남구 논현로 30
12634,"서울특별시 강남구 테헤란로 101, 이즈타워 9층 (역삼동)",서울특별시 강남구 테헤란로 101
12635,"서울특별시 서초구 강남대로 527, 브랜드칸 타워 3층 (반포동)",서울특별시 서초구 강남대로 527
12636,서울특별시 마포구 새창로 11 (도화동),서울특별시 마포구 새창로 11 
12637,"서울특별시 송파구 올림픽로 145 (잠실동, 리센츠)",서울특별시 송파구 올림픽로 145 
12638,"서울특별시 강남구 논현로 839, 2, 5층 (신사동)",서울특별시 강남구 논현로 839
12639,"서울특별시 동대문구 한천로2길 107, 3층 (장안동, 형인타워)",서울특별시 동대문구 한천로2길 107
12640,"서울특별시 강남구 압구정로 429, 4층 2호 (청담동)",서울특별시 강남구 압구정로 429
12641,"서울특별시 서초구 강남대로 589, 멀버리힐스 1동 801,802호 (잠원동)",서울특별시 서초구 강남대로 589
12642,"서울특별시 중구 명동8가길 52, 3층 (충무로2가)",서울특별시 중구 명동8가길 52
12643,"서울특별시 서초구 서초중앙로 160, 1201호(서초동 법률센터)",서울특별시 서초구 서초중앙로 160
12644,"서울특별시 서초구 서초대로 316, 401호 (서초동)",서울특별시 서초구 서초대로 316
12645,"서울특별시 강남구 압구정로 156, 401,402,403호 (신사동, 카로시티2빌딩)",서울특별시 강남구 압구정로 156
12646,"서울특별시 강남구 선릉로 820, 1층, 지하1층 (청담동)",서울특별시 강남구 선릉로 820
12647,"서울특별시 영등포구 양평로 99 (양평동4가, 대명빌딩 4층)",서울특별시 영등포구 양평로 99 
12648,"서울특별시 성동구 독서당로 220, 5층 (옥수동)",서울특별시 성동구 독서당로 220
12649,"서울특별시 중랑구 중랑역로 51, 4층 (중화동)",서울특별시 중랑구 중랑역로 51
12650,"서울특별시 성동구 왕십리로21길 26, 1층 (행당동)",서울특별시 성동구 왕십리로21길 26
12651,"서울특별시 성동구 왕십리로 320, W에비뉴타워 3층 (도선동)",서울특별시 성동구 왕십리로 320
12652,"서울특별시 성동구 왕십리로 331, 공영빌딩 2층 (하왕십리동)",서울특별시 성동구 왕십리로 331
12653,"서울특별시 성동구 왕십리로 336, 203호 (도선동)",서울특별시 성동구 왕십리로 336
12654,서울특별시 성동구 왕십리로 311 (행당동),서울특별시 성동구 왕십리로 311 
12655,"서울특별시 동대문구 무학로 88 (용두동, 지하2~지상8층)",서울특별시 동대문구 무학로 88 
12656,서울특별시 도봉구 해등로 155 (쌍문동),서울특별시 도봉구 해등로 155 
12657,"서울특별시 동대문구 약령중앙로 10-13, 1층 (제기동, 약령중앙로 10-20)",서울특별시 동대문구 약령중앙로 10-13
12658,"서울특별시 성북구 동소문로 94, 2층 201호 (동소문동5가)",서울특별시 성북구 동소문로 94
12659,서울특별시 서대문구 연희로 409 (홍은동),서울특별시 서대문구 연희로 409 
12660,서울특별시 광진구 아차산로 220,서울특별시 광진구 아차산로 220
12661,"서울특별시 마포구 큰우물로 52, 2층 (용강동, 세일상가)",서울특별시 마포구 큰우물로 52
12662,"서울특별시 강남구 학동로 337, H타워 6층 (논현동)",서울특별시 강남구 학동로 337
12663,"서울특별시 성북구 오패산로 16, 2층 (하월곡동)",서울특별시 성북구 오패산로 16
12664,"서울특별시 양천구 목동중앙서로 27, 1층 (목동)",서울특별시 양천구 목동중앙서로 27
12665,"서울특별시 성동구 용답19길 18-1, 2층 (용답동)",서울특별시 성동구 용답19길 18-1
12666,서울특별시 중랑구 면목로28길 5-3 (면목동),서울특별시 중랑구 면목로28길 5-3 
12667,"서울특별시 용산구 효창원로 100, 2층 (용문동)",서울특별시 용산구 효창원로 100
12668,서울특별시 용산구 새창로 120-8 (용문동),서울특별시 용산구 새창로 120-8 
12669,"서울특별시 도봉구 방학로3길 121, 2층 (쌍문동)",서울특별시 도봉구 방학로3길 121
12670,"서울특별시 용산구 원효로 51 (산천동, 삼성테마트)",서울특별시 용산구 원효로 51 
12671,"서울특별시 용산구 녹사평대로 150 (이태원동, 용산구종합행정타운)",서울특별시 용산구 녹사평대로 150 
12672,"서울특별시 용산구 청파로 251, 2층 (청파동3가)",서울특별시 용산구 청파로 251
12673,"서울특별시 영등포구 국제금융로 78 (여의도동, 홍우빌딩 403호 )",서울특별시 영등포구 국제금융로 78 
12674,서울특별시 강동구 동남로 892 (상일동),서울특별시 강동구 동남로 892 
12675,"서울특별시 강북구 솔샘로 221 (미아동, 용산의원)",서울특별시 강북구 솔샘로 221 
12676,"서울특별시 용산구 한강대로 95, 2층 221호 (한강로2가, 래미안용산 더 센트럴)",서울특별시 용산구 한강대로 95
12677,"서울특별시 용산구 새창로 217, 5층 (한강로2가)",서울특별시 용산구 새창로 217
12678,서울특별시 용산구 한강대로40가길 24 (한강로2가),서울특별시 용산구 한강대로40가길 24 
12679,"서울특별시 용산구 한강대로40가길 24 (한강로2가, 하이원빌리지)",서울특별시 용산구 한강대로40가길 24 
12680,서울특별시 용산구 한강대로 295 (갈월동),서울특별시 용산구 한강대로 295 
12681,"서울특별시 용산구 새창로 217, 용산토투밸리 2~3, 6층 (한강로2가)",서울특별시 용산구 새창로 217
12682,"서울특별시 용산구 한강대로77길 12, 국제전산빌딩 4층 (갈월동)",서울특별시 용산구 한강대로77길 12
12683,"서울특별시 용산구 청파로 247, 4층 (청파동3가)",서울특별시 용산구 청파로 247
12684,"서울특별시 성북구 종암로27길 13, 도원프라자 4층 401호 (종암동)",서울특별시 성북구 종암로27길 13
12685,"서울특별시 강북구 노해로 95-1, 2층 (수유동, 황궁빌딩)",서울특별시 강북구 노해로 95-1
12686,"서울특별시 서초구 신반포로 205, 반포쇼핑타운 6동 3층 (잠원동)",서울특별시 서초구 신반포로 205
12687,"서울특별시 영등포구 의사당대로 108, 3층 302호 (여의도동, 아일렉스)",서울특별시 영등포구 의사당대로 108
12688,"서울특별시 마포구 월드컵로13길 64, 2층 (망원동)",서울특별시 마포구 월드컵로13길 64
12689,"서울특별시 강남구 개포로 508, 소망빌딩 3층일부층 (개포동)",서울특별시 강남구 개포로 508
12690,"서울특별시 영등포구 도림로 158, 대림빌딩 1층 (대림동)",서울특별시 영등포구 도림로 158
12691,서울특별시 도봉구 덕릉로 258-1 (창동),서울특별시 도봉구 덕릉로 258-1 
12692,"서울특별시 은평구 응암로 232, 1층 (응암동)",서울특별시 은평구 응암로 232
12693,"서울특별시 관악구 인헌6길 9, 2층 (봉천동)",서울특별시 관악구 인헌6길 9
12694,"서울특별시 종로구 윤보선길 32, 1층 (안국동)",서울특별시 종로구 윤보선길 32
12695,"서울특별시 강북구 삼양로74길 67 (수유동, 용환한의원)",서울특별시 강북구 삼양로74길 67 
12696,"서울특별시 용산구 보광로 30 (보광동, 보광시장상가(주))",서울특별시 용산구 보광로 30 
12697,"서울특별시 노원구 상계로 51, 노원프라자빌딩 401호 (상계동)",서울특별시 노원구 상계로 51
12698,"서울특별시 강남구 테헤란로87길 17, 마젤란 21 아스테리움 205호 (삼성동)",서울특별시 강남구 테헤란로87길 17
12699,"서울특별시 성북구 아리랑로 3, 5층 (동소문동6가, 반월빌딩)",서울특별시 성북구 아리랑로 3
12700,"서울특별시 양천구 목동동로 63, 대영프라자 6층 (신정동)",서울특별시 양천구 목동동로 63
12701,"서울특별시 중랑구 사가정로 399, 동부빌딩 4층층 (면목동)",서울특별시 중랑구 사가정로 399
12702,"서울특별시 양천구 공항대로 566, 클래리티 타워 3층 (목동)",서울특별시 양천구 공항대로 566
12703,"서울특별시 영등포구 영등포로 208-1, 2층 (영등포동4가)",서울특별시 영등포구 영등포로 208-1
12704,"서울특별시 마포구 마포대로 115-12, 2층 (공덕동, 삼성아파트상가)",서울특별시 마포구 마포대로 115-12
12705,"서울특별시 서초구 나루터로 37, 신사쇼핑센터 205호 (잠원동)",서울특별시 서초구 나루터로 37
12706,"서울특별시 강서구 남부순환로11가길 104, 2층 (공항동)",서울특별시 강서구 남부순환로11가길 104
12707,"서울특별시 은평구 은평로 226, 2층 (응암동)",서울특별시 은평구 은평로 226
12708,서울특별시 강동구 천호대로162길 50 (성내동),서울특별시 강동구 천호대로162길 50 
12709,"서울특별시 용산구 신흥로 149 (후암동, 우리가정의원)",서울특별시 용산구 신흥로 149 
12710,서울특별시 성동구 마조로 64 (마장동),서울특별시 성동구 마조로 64 
12711,"서울특별시 관악구 관악로30길 12, 217호 (봉천동, 우성아파트상가)",서울특별시 관악구 관악로30길 12
12712,서울특별시 마포구 월드컵로25길 58  (망원동),서울특별시 마포구 월드컵로25길 58  
12713,"서울특별시 성북구 삼선교로10길 37, 지상2층 (삼선동2가)",서울특별시 성북구 삼선교로10길 37
12714,"서울특별시 서대문구 성산로24길 34, 지층 1호 (신촌동)",서울특별시 서대문구 성산로24길 34
12715,"서울특별시 도봉구 도봉로 681, 2층 (방학동)",서울특별시 도봉구 도봉로 681
12716,"서울특별시 구로구 오류로 20, 새롬스타빌 305호 (천왕동)",서울특별시 구로구 오류로 20
12717,"서울특별시 동대문구 한천로 55, 영진빌딩 2층 (답십리동)",서울특별시 동대문구 한천로 55
12718,"서울특별시 송파구 올림픽로35길 112, 5층 515,516호 (신천동, 장미아파트 B상가)",서울특별시 송파구 올림픽로35길 112
12719,"서울특별시 구로구 오류로 20, 새롬스타빌 302,303,304-1호 (천왕동)",서울특별시 구로구 오류로 20
12720,서울특별시 서대문구 북아현로 14 (북아현동),서울특별시 서대문구 북아현로 14 
12721,서울특별시 관악구 남부순환로 1704 (봉천동),서울특별시 관악구 남부순환로 1704 
12722,"서울특별시 강북구 삼양로 241, 2층 (미아동)",서울특별시 강북구 삼양로 241
12723,"서울특별시 관악구 법원단지길 22, 2층 (신림동)",서울특별시 관악구 법원단지길 22
12724,"서울특별시 영등포구 여의대방로 65, 2층 (신길동, 돈보스코청소년센터)",서울특별시 영등포구 여의대방로 65
12725,서울특별시 도봉구 덕릉로 240 (창동),서울특별시 도봉구 덕릉로 240 
12726,"서울특별시 노원구 동일로 1541, 201호 (상계동, 주공11단지상가)",서울특별시 노원구 동일로 1541
12727,"서울특별시 중랑구 신내로 50-3 (신내동, 선일빌딩)",서울특별시 중랑구 신내로 50-3 
12728,"서울특별시 송파구 법원로 114, C동 212호 (문정동, 엠스테이트)",서울특별시 송파구 법원로 114
12729,서울특별시 동작구 상도로 156 (상도동),서울특별시 동작구 상도로 156 
12730,"서울특별시 성북구 종암로 147, 지상1~8층 (종암동)",서울특별시 성북구 종암로 147
12731,"서울특별시 금천구 시흥대로 214 (시흥동, 비즈메드)",서울특별시 금천구 시흥대로 214 
12732,"서울특별시 강동구 올림픽로 783, 2층 (암사동)",서울특별시 강동구 올림픽로 783
12733,"서울특별시 양천구 오목로 312 (목동, 제일빌딩)",서울특별시 양천구 오목로 312 
12734,서울특별시 강남구 선릉로69길 19,서울특별시 강남구 선릉로69길 19
12735,서울특별시 중랑구 망우로32길 49 (면목동),서울특별시 중랑구 망우로32길 49 
12736,서울특별시 강동구 고덕로 109 (암사동),서울특별시 강동구 고덕로 109 
12737,"서울특별시 서초구 반포대로 287, 래미안퍼스티지 중심상가 420호 (반포동)",서울특별시 서초구 반포대로 287
12738,서울특별시 은평구 응암로 179 (응암동),서울특별시 은평구 응암로 179 
12739,"서울특별시 양천구 신월로 303, 2층 (신정동)",서울특별시 양천구 신월로 303
12740,"서울특별시 마포구 토정로 222, 2층 (신수동, 한국출판협동조합)",서울특별시 마포구 토정로 222
12741,"서울특별시 용산구 이촌로 224, 2층 206호 (이촌동, 리버뷰맨션)",서울특별시 용산구 이촌로 224
12742,"서울특별시 강서구 강서로 43, 도양라비앙타워 8층 802호 (화곡동)",서울특별시 강서구 강서로 43
12743,"서울특별시 강북구 숭인로 63, 2층 (미아동, 송원빌딩)",서울특별시 강북구 숭인로 63
12744,"서울특별시 강동구 양재대로 1564, 3층 (명일동)",서울특별시 강동구 양재대로 1564
12745,서울특별시 용산구 효창원로 145 (효창동),서울특별시 용산구 효창원로 145 
12746,서울특별시 용산구 신흥로 53  (용산동2가),서울특별시 용산구 신흥로 53  
12747,서울특별시 마포구 토정로 219 (신수동),서울특별시 마포구 토정로 219 
12748,"서울특별시 동작구 국사봉1길 3, 5층 (대방동)",서울특별시 동작구 국사봉1길 3
12749,"서울특별시 송파구 송파대로 380 (송파동, 4층)",서울특별시 송파구 송파대로 380 
12750,"서울특별시 광진구 뚝섬로 480, 2층 좌측호 (자양동)",서울특별시 광진구 뚝섬로 480
